public_food_id_compound_id_name,compound_SMILES
FOOD00040 _ FDB003516 _ Chromium,[Cr]
FOOD00040 _ FDB003520 _ Phosphorus,P
FOOD00040 _ FDB003521 _ Potassium,[K+]
FOOD00040 _ FDB003523 _ Sodium,[Na]
FOOD00040 _ FDB003570 _ Aluminum,[AlH3]
FOOD00040 _ FDB003575 _ Boron,B
FOOD00040 _ FDB003581 _ Cobalt,[Co]
FOOD00040 _ FDB003582 _ Copper,[Cu]
FOOD00040 _ FDB003636 _ Manganese,[Mn]
FOOD00040 _ FDB003653 _ Molybdenum,[Mo]
FOOD00040 _ FDB003713 _ Silicon,[SiH4]
FOOD00040 _ FDB003717 _ Sulfur,[S]
FOOD00040 _ FDB003722 _ Tin,[SnH4]
FOOD00040 _ FDB003729 _ Zinc,[Zn]
FOOD00040 _ FDB003763 _ Arsenic,[AsH3]
FOOD00040 _ FDB003766 _ Cadmium,[Cd]
FOOD00040 _ FDB003777 _ Lead,[Pb++]
FOOD00040 _ FDB003780 _ Mercury,[Hg]
FOOD00040 _ FDB003908 _ Ammonia,N
FOOD00040 _ FDB004181 _ Lithium,[Li]
FOOD00040 _ FDB004188 _ Silver,[Ag]
FOOD00040 _ FDB008322 _ Pantothenic acid,CC(C)(CO)C(O)C(=O)NCCC(O)=O
FOOD00040 _ FDB011856 _ L-Histidine,NC(CC1=CN=CN1)C(O)=O
FOOD00040 _ FDB011999 _ L-Threonine,C[C@@H](O)[C@H](N)C(O)=O
FOOD00040 _ FDB012019 _ beta-Cryptoxanthin,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CC(O)CC1(C)C
FOOD00040 _ FDB012098 _ Solanidine,CC1C2CCC(C)CN2C2CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C12
FOOD00040 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00040 _ FDB012286 _ Capsianside A,CC1OC(OCC2OC(OC3C(O)C(C)OC(OC\C(C)=C\CC\C(C)=C/CC\C(C)=C\CCC(C)(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C=C)C3O)C(O)C(O)C2O)C(OC(=O)C(\C)=C/C(O)C\C(C)=C/CC\C(C)=C/CCC(C)(OC2OC(CO)C(O)C(O)C2O)C=C)C(O)C1O
FOOD00040 _ FDB012397 _ L-Isoleucine,CCC(C)C(N)C(O)=O
FOOD00040 _ FDB012411 _ Capsaicin,COC1=C(O)C=CC(CNC(=O)CCCC\C=C/C(C)C)=C1
FOOD00040 _ FDB012462 _ alpha-Linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
FOOD00040 _ FDB012535 _ L-Glutamic acid,N[C@@H](CCC(O)=O)C(O)=O
FOOD00040 _ FDB012563 _ L-Cystine,NC(CSSCC(N)C(O)=O)C(O)=O
FOOD00040 _ FDB012567 _ L-Aspartic acid,N[C@@H](CC(O)=O)C(O)=O
FOOD00040 _ FDB012644 _ Piperidine,C1CCNCC1
FOOD00040 _ FDB012683 _ L-Methionine,CSCC[C@H](N)C(O)=O
FOOD00040 _ FDB012724 _ Myricetin,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
FOOD00040 _ FDB012739 _ L-Serine,NC(CO)C(O)=O
"FOOD00040 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
FOOD00040 _ FDB012858 _ Oleic acid,CCCCCCCC\C=C\CCCCCCCC(O)=O
FOOD00040 _ FDB013255 _ Luteolin,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1
FOOD00040 _ FDB013400 _ Selenium,[Se]
FOOD00040 _ FDB013444 _ Nickel,[Ni]
FOOD00040 _ FDB014504 _ Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1
FOOD00040 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
FOOD00040 _ FDB014812 _ Capsidiol,CC1C(O)CC(O)C2=CCC(CC12C)C(C)=C
FOOD00040 _ FDB015471 _ Lutein,C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
FOOD00040 _ FDB016251 _ Iron,[Fe]
FOOD00040 _ FDB017816 _ Dihydrocapsaicin,COC1=C(O)C=CC(CNC(=O)CCCCCCC(C)C)=C1
"FOOD00040 _ FDB019865 _ (3R,3'R, all-E)-Zeaxanthin",O[C@H]1CC(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C2=C(C)C[C@H](O)CC2(C)C)C(C)(C)C1
FOOD00041 _ FDB000446 _ L-Tyrosine,NC(CC1=CC=C(O)C=C1)C(O)=O
FOOD00041 _ FDB000474 _ L-Lysine,NCCCC[C@H](N)C(O)=O
FOOD00041 _ FDB000484 _ Glycine,NCC(O)=O
FOOD00041 _ FDB000556 _ L-Alanine,C[C@H](N)C(O)=O
FOOD00041 _ FDB000574 _ Pyridoxine,CC1=C(O)C(CO)=C(CO)C=N1
FOOD00041 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00041 _ FDB001111 _ Chinese tannin,OC1=CC(=CC(O)=C1O)C(=O)OC1=CC(=CC(O)=C1O)C(=O)OCC1OC(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C1OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1
FOOD00041 _ FDB001946 _ L-Leucine,CC(C)CC(N)C(O)=O
FOOD00041 _ FDB002250 _ L-Tryptophan,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O
FOOD00041 _ FDB002257 _ Arginine,N[C@@H](CCCNC(N)=N)C(O)=O
FOOD00041 _ FDB003010 _ Dodecanoic acid,CCCCCCCCCCCC(O)=O
FOOD00041 _ FDB003513 _ Calcium,[Ca++]
FOOD00041 _ FDB003520 _ Phosphorus,P
FOOD00041 _ FDB003521 _ Potassium,[K+]
FOOD00041 _ FDB003523 _ Sodium,[Na]
FOOD00041 _ FDB003575 _ Boron,B
FOOD00041 _ FDB003582 _ Copper,[Cu]
FOOD00041 _ FDB003636 _ Manganese,[Mn]
FOOD00041 _ FDB003717 _ Sulfur,[S]
FOOD00041 _ FDB003729 _ Zinc,[Zn]
FOOD00041 _ FDB008114 _ Malic acid,OC(CC(O)=O)C(O)=O
FOOD00041 _ FDB008322 _ Pantothenic acid,CC(C)(CO)C(O)C(=O)NCCC(O)=O
FOOD00041 _ FDB011856 _ L-Histidine,NC(CC1=CN=CN1)C(O)=O
FOOD00041 _ FDB011999 _ L-Threonine,C[C@@H](O)[C@H](N)C(O)=O
FOOD00041 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00041 _ FDB012397 _ L-Isoleucine,CCC(C)C(N)C(O)=O
FOOD00041 _ FDB012462 _ alpha-Linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
FOOD00041 _ FDB012567 _ L-Aspartic acid,N[C@@H](CC(O)=O)C(O)=O
FOOD00041 _ FDB012683 _ L-Methionine,CSCC[C@H](N)C(O)=O
FOOD00041 _ FDB012739 _ L-Serine,NC(CO)C(O)=O
"FOOD00041 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
FOOD00041 _ FDB012858 _ Oleic acid,CCCCCCCC\C=C\CCCCCCCC(O)=O
FOOD00041 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
FOOD00041 _ FDB016251 _ Iron,[Fe]
FOOD00042 _ FDB000565 _ alpha-Tocopherol,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
FOOD00042 _ FDB000893 _ Phenol,OC1=CC=CC=C1
FOOD00042 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00042 _ FDB001324 _ 3-Methylbutanoic acid,CC(C)CC(O)=O
FOOD00042 _ FDB001522 _ alpha-Copaene,[H][C@@]12C3C(C)=CC[C@]1([H])[C@]3(C)CC[C@H]2C(C)C
FOOD00042 _ FDB002431 _ gamma-Tocopherol,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=CC(O)=C(C)C(C)=C2O1
FOOD00042 _ FDB003087 _ 1-Pentadecene,CCCCCCCCCCCCCC=C
FOOD00042 _ FDB003228 _ Pentanal,CCCCC=O
FOOD00042 _ FDB003240 _ Ethyl acetate,CCOC(C)=O
FOOD00042 _ FDB003274 _ 2-Methyl-1-propanol,CC(C)CO
FOOD00042 _ FDB003303 _ Nonanal,CCCCCCCCC=O
FOOD00042 _ FDB003513 _ Calcium,[Ca++]
FOOD00042 _ FDB003516 _ Chromium,[Cr]
FOOD00042 _ FDB003520 _ Phosphorus,P
FOOD00042 _ FDB003521 _ Potassium,[K+]
FOOD00042 _ FDB003523 _ Sodium,[Na]
FOOD00042 _ FDB003570 _ Aluminum,[AlH3]
FOOD00042 _ FDB003581 _ Cobalt,[Co]
FOOD00042 _ FDB003582 _ Copper,[Cu]
FOOD00042 _ FDB003636 _ Manganese,[Mn]
FOOD00042 _ FDB003713 _ Silicon,[SiH4]
FOOD00042 _ FDB003722 _ Tin,[SnH4]
FOOD00042 _ FDB003729 _ Zinc,[Zn]
FOOD00042 _ FDB003763 _ Arsenic,[AsH3]
FOOD00042 _ FDB003780 _ Mercury,[Hg]
FOOD00042 _ FDB003856 _ Germacrene D,CC(C)[C@@H]1CC\C(C)=C\CCC(=C)\C=C\1
FOOD00042 _ FDB003904 _ alpha-Cedrene,[H][C@@]12CC[C@@H](C)[C@]11C[C@@H](C(C)=CC1)C2(C)C
FOOD00042 _ FDB008068 _ Hexanal,CCCCCC=O
FOOD00042 _ FDB008072 _ 1-Hexanol,CCCCCCO
FOOD00042 _ FDB008090 _ (E)-2-Hexen-1-ol,CCC\C=C\CO
FOOD00042 _ FDB008091 _ (Z)-3-Hexen-1-ol,CC\C=C/CCO
FOOD00042 _ FDB008230 _ 1-Pentanol,CCCCCO
FOOD00042 _ FDB010452 _ Verbenone,CC1=CC(=O)C2CC1C2(C)C
FOOD00042 _ FDB012001 _ Methyl cinnamate,COC(=O)\C=C/C1=CC=CC=C1
FOOD00042 _ FDB012093 _ Carthamin,OCC1OC(C(O)C(O)C1O)C1(O)C(O)=C(\C=C2/C(=O)C(C(=O)\C=C\C3=CC=C(O)C=C3)=C(O)C(O)(C3OC(CO)C(O)C(O)C3O)C2=O)C(=O)C(C(=O)\C=C\C2=CC=C(O)C=C2)=C1O
FOOD00042 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00042 _ FDB012238 _ Phenylacetaldehyde,O=CCC1=CC=CC=C1
FOOD00042 _ FDB012462 _ alpha-Linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
"FOOD00042 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
FOOD00042 _ FDB012768 _ Decanal,CCCCCCCCCC=O
FOOD00042 _ FDB012843 _ Benzene,C1=CC=CC=C1
FOOD00042 _ FDB012858 _ Oleic acid,CCCCCCCC\C=C\CCCCCCCC(O)=O
FOOD00042 _ FDB013567 _ Limonene,CC(=C)C1CCC(C)=CC1
FOOD00042 _ FDB013601 _ beta-Selinene,CC(=C)C1CCC2(C)CCCC(=C)C2C1
"FOOD00042 _ FDB013710 _ (+)-1(10),4-Cadinadiene",[H][C@@]12C=C(C)CCC1=C(C)CC[C@H]2C(C)C
FOOD00042 _ FDB014601 _ p-Menth-1-en-4-ol,CC(C)C1(O)CCC(C)=CC1
FOOD00042 _ FDB014661 _ Benzaldehyde,O=CC1=CC=CC=C1
FOOD00042 _ FDB015360 _ alpha-Humulene,C\C1=C\CC(C)(C)\C=C/C\C(C)=C/CC1
FOOD00042 _ FDB015469 _ beta-Ionone,CC(=O)\C=C\C1=C(C)CCCC1(C)C
FOOD00042 _ FDB015736 _ beta-Caryophyllene,C\C1=C\CCC(=C)C2CC(C)(C)C2CC1
FOOD00042 _ FDB016251 _ Iron,[Fe]
FOOD00042 _ FDB017358 _ 1-Isopropyl-4-methylbenzene,CC(C)C1=CC=C(C)C=C1
FOOD00043 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00043 _ FDB001128 _ Starch,OCC1OC(O)C(O)C(O)C1O
FOOD00043 _ FDB003010 _ Dodecanoic acid,CCCCCCCCCCCC(O)=O
FOOD00043 _ FDB003303 _ Nonanal,CCCCCCCCC=O
FOOD00043 _ FDB003339 _ Octanal,CCCCCCCC=O
FOOD00043 _ FDB003513 _ Calcium,[Ca++]
FOOD00043 _ FDB003516 _ Chromium,[Cr]
FOOD00043 _ FDB003520 _ Phosphorus,P
FOOD00043 _ FDB003521 _ Potassium,[K+]
FOOD00043 _ FDB003523 _ Sodium,[Na]
FOOD00043 _ FDB003581 _ Cobalt,[Co]
FOOD00043 _ FDB003582 _ Copper,[Cu]
FOOD00043 _ FDB003636 _ Manganese,[Mn]
FOOD00043 _ FDB003729 _ Zinc,[Zn]
FOOD00043 _ FDB003875 _ trans-Carveol,CC(=C)C1CC=C(C)C(O)C1
FOOD00043 _ FDB009046 _ Cadinene,CC(C)C1CCC(C)C2CCC(C)CC12
FOOD00043 _ FDB009065 _ Camphene,CC1(C)C2CCC(C2)C1=C
FOOD00043 _ FDB009285 _ Dihydrocarveol,CC1CCC(CC1O)C(C)=C
FOOD00043 _ FDB012027 _ Decanoic acid,CCCCCCCCCC(O)=O
FOOD00043 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00043 _ FDB012462 _ alpha-Linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
"FOOD00043 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
FOOD00043 _ FDB013444 _ Nickel,[Ni]
FOOD00043 _ FDB013516 _ 4(10)-Thujene,CC(C)C12CC1C(=C)CC2
FOOD00043 _ FDB013567 _ Limonene,CC(=C)C1CCC(C)=CC1
FOOD00043 _ FDB014324 _ alpha-Carene,CC1=CCC2C(C1)C2(C)C
FOOD00043 _ FDB014601 _ p-Menth-1-en-4-ol,CC(C)C1(O)CCC(C)=CC1
FOOD00043 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
FOOD00043 _ FDB014614 _ Carvone,CC(=C)C1CC=C(C)C(=O)C1
FOOD00043 _ FDB014654 _ Myristicin,COC1=CC(CC=C)=CC2=C1OCO2
FOOD00043 _ FDB014919 _ Carveol,CC(=C)C1CC=C(C)C(O)C1
"FOOD00043 _ FDB014923 _ p-Mentha-1,8-dien-7-ol",CC(=C)C1CCC(CO)=CC1
FOOD00043 _ FDB014940 _ Linalool,CC(C)=CCCC(C)(O)C=C
FOOD00043 _ FDB015464 _ beta-Pinene,CC1(C)C2CC1C(=C)CC2
FOOD00043 _ FDB015968 _ gamma-Terpinene,CC(C)C1=CCC(C)=CC1
FOOD00043 _ FDB016251 _ Iron,[Fe]
"FOOD00043 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",CC(C)=CCCC(=C)C=C
FOOD00043 _ FDB021427 _ Dihydrocarveol acetate,CC1CCC(CC1OC(C)=O)C(C)=C
FOOD00046 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00046 _ FDB003513 _ Calcium,[Ca++]
FOOD00046 _ FDB003516 _ Chromium,[Cr]
FOOD00046 _ FDB003520 _ Phosphorus,P
FOOD00046 _ FDB003521 _ Potassium,[K+]
FOOD00046 _ FDB003523 _ Sodium,[Na]
FOOD00046 _ FDB003570 _ Aluminum,[AlH3]
FOOD00046 _ FDB003581 _ Cobalt,[Co]
FOOD00046 _ FDB003636 _ Manganese,[Mn]
FOOD00046 _ FDB003713 _ Silicon,[SiH4]
FOOD00046 _ FDB003722 _ Tin,[SnH4]
FOOD00046 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00046 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
FOOD00046 _ FDB016251 _ Iron,[Fe]
FOOD00047 _ FDB000446 _ L-Tyrosine,NC(CC1=CC=C(O)C=C1)C(O)=O
FOOD00047 _ FDB000474 _ L-Lysine,NCCCC[C@H](N)C(O)=O
FOOD00047 _ FDB000484 _ Glycine,NCC(O)=O
FOOD00047 _ FDB000556 _ L-Alanine,C[C@H](N)C(O)=O
FOOD00047 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00047 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00047 _ FDB001946 _ L-Leucine,CC(C)CC(N)C(O)=O
FOOD00047 _ FDB002250 _ L-Tryptophan,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O
FOOD00047 _ FDB002257 _ Arginine,N[C@@H](CCCNC(N)=N)C(O)=O
FOOD00047 _ FDB003513 _ Calcium,[Ca++]
FOOD00047 _ FDB003520 _ Phosphorus,P
FOOD00047 _ FDB003521 _ Potassium,[K+]
FOOD00047 _ FDB003523 _ Sodium,[Na]
FOOD00047 _ FDB003582 _ Copper,[Cu]
FOOD00047 _ FDB003636 _ Manganese,[Mn]
FOOD00047 _ FDB003729 _ Zinc,[Zn]
FOOD00047 _ FDB008322 _ Pantothenic acid,CC(C)(CO)C(O)C(=O)NCCC(O)=O
FOOD00047 _ FDB011856 _ L-Histidine,NC(CC1=CN=CN1)C(O)=O
FOOD00047 _ FDB011999 _ L-Threonine,C[C@@H](O)[C@H](N)C(O)=O
FOOD00047 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00047 _ FDB012397 _ L-Isoleucine,CCC(C)C(N)C(O)=O
FOOD00047 _ FDB012462 _ alpha-Linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
FOOD00047 _ FDB012535 _ L-Glutamic acid,N[C@@H](CCC(O)=O)C(O)=O
FOOD00047 _ FDB012563 _ L-Cystine,NC(CSSCC(N)C(O)=O)C(O)=O
FOOD00047 _ FDB012567 _ L-Aspartic acid,N[C@@H](CC(O)=O)C(O)=O
FOOD00047 _ FDB012683 _ L-Methionine,CSCC[C@H](N)C(O)=O
FOOD00047 _ FDB012739 _ L-Serine,NC(CO)C(O)=O
"FOOD00047 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
FOOD00047 _ FDB012858 _ Oleic acid,CCCCCCCC\C=C\CCCCCCCC(O)=O
FOOD00047 _ FDB014504 _ Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1
FOOD00047 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
FOOD00047 _ FDB016251 _ Iron,[Fe]
FOOD00048 _ FDB000446 _ L-Tyrosine,NC(CC1=CC=C(O)C=C1)C(O)=O
FOOD00048 _ FDB000474 _ L-Lysine,NCCCC[C@H](N)C(O)=O
FOOD00048 _ FDB000484 _ Glycine,NCC(O)=O
FOOD00048 _ FDB000556 _ L-Alanine,C[C@H](N)C(O)=O
FOOD00048 _ FDB000574 _ Pyridoxine,CC1=C(O)C(CO)=C(CO)C=N1
FOOD00048 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00048 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00048 _ FDB001946 _ L-Leucine,CC(C)CC(N)C(O)=O
FOOD00048 _ FDB002250 _ L-Tryptophan,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O
FOOD00048 _ FDB002257 _ Arginine,N[C@@H](CCCNC(N)=N)C(O)=O
FOOD00048 _ FDB003513 _ Calcium,[Ca++]
FOOD00048 _ FDB003516 _ Chromium,[Cr]
FOOD00048 _ FDB003520 _ Phosphorus,P
FOOD00048 _ FDB003521 _ Potassium,[K+]
FOOD00048 _ FDB003523 _ Sodium,[Na]
FOOD00048 _ FDB003570 _ Aluminum,[AlH3]
FOOD00048 _ FDB003575 _ Boron,B
FOOD00048 _ FDB003581 _ Cobalt,[Co]
FOOD00048 _ FDB003582 _ Copper,[Cu]
FOOD00048 _ FDB003636 _ Manganese,[Mn]
FOOD00048 _ FDB003653 _ Molybdenum,[Mo]
FOOD00048 _ FDB003717 _ Sulfur,[S]
FOOD00048 _ FDB003729 _ Zinc,[Zn]
FOOD00048 _ FDB003763 _ Arsenic,[AsH3]
FOOD00048 _ FDB003766 _ Cadmium,[Cd]
FOOD00048 _ FDB003777 _ Lead,[Pb++]
FOOD00048 _ FDB003780 _ Mercury,[Hg]
FOOD00048 _ FDB004181 _ Lithium,[Li]
FOOD00048 _ FDB004188 _ Silver,[Ag]
FOOD00048 _ FDB008322 _ Pantothenic acid,CC(C)(CO)C(O)C(=O)NCCC(O)=O
FOOD00048 _ FDB011856 _ L-Histidine,NC(CC1=CN=CN1)C(O)=O
FOOD00048 _ FDB011999 _ L-Threonine,C[C@@H](O)[C@H](N)C(O)=O
FOOD00048 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00048 _ FDB012397 _ L-Isoleucine,CCC(C)C(N)C(O)=O
FOOD00048 _ FDB012462 _ alpha-Linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
FOOD00048 _ FDB012535 _ L-Glutamic acid,N[C@@H](CCC(O)=O)C(O)=O
FOOD00048 _ FDB012563 _ L-Cystine,NC(CSSCC(N)C(O)=O)C(O)=O
FOOD00048 _ FDB012567 _ L-Aspartic acid,N[C@@H](CC(O)=O)C(O)=O
FOOD00048 _ FDB012683 _ L-Methionine,CSCC[C@H](N)C(O)=O
FOOD00048 _ FDB012739 _ L-Serine,NC(CO)C(O)=O
"FOOD00048 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
FOOD00048 _ FDB012858 _ Oleic acid,CCCCCCCC\C=C\CCCCCCCC(O)=O
FOOD00048 _ FDB013400 _ Selenium,[Se]
FOOD00048 _ FDB013444 _ Nickel,[Ni]
FOOD00048 _ FDB014504 _ Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1
FOOD00048 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
FOOD00048 _ FDB016251 _ Iron,[Fe]
FOOD00049 _ FDB000474 _ L-Lysine,NCCCC[C@H](N)C(O)=O
FOOD00049 _ FDB000846 _ Vanillic acid,COC1=C(O)C=CC(=C1)C(O)=O
FOOD00049 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00049 _ FDB001141 _ Inulin,OCC1OC(CO)(OCC2(OC3OC(CO)C(O)C(O)C3O)OC(CO)C(O)C2O)C(O)C1O
FOOD00049 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00049 _ FDB001946 _ L-Leucine,CC(C)CC(N)C(O)=O
FOOD00049 _ FDB002250 _ L-Tryptophan,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O
FOOD00049 _ FDB002257 _ Arginine,N[C@@H](CCCNC(N)=N)C(O)=O
FOOD00049 _ FDB002558 _ Caffeic acid,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
FOOD00049 _ FDB002777 _ Cichoriin,OCC1OC(OC2=C(O)C=C3C=CC(=O)OC3=C2)C(O)C(O)C1O
FOOD00049 _ FDB003513 _ Calcium,[Ca++]
FOOD00049 _ FDB003520 _ Phosphorus,P
FOOD00049 _ FDB003521 _ Potassium,[K+]
FOOD00049 _ FDB003523 _ Sodium,[Na]
FOOD00049 _ FDB003575 _ Boron,B
FOOD00049 _ FDB010508 _ 4-Hydroxybenzoic acid,OC(=O)C1=CC=C(O)C=C1
FOOD00049 _ FDB011824 _ beta-D-Glucopyranose,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
FOOD00049 _ FDB011856 _ L-Histidine,NC(CC1=CN=CN1)C(O)=O
FOOD00049 _ FDB011999 _ L-Threonine,C[C@@H](O)[C@H](N)C(O)=O
FOOD00049 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00049 _ FDB012397 _ L-Isoleucine,CCC(C)C(N)C(O)=O
FOOD00049 _ FDB012462 _ alpha-Linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
FOOD00049 _ FDB012528 _ D-Fructose,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
FOOD00049 _ FDB012683 _ L-Methionine,CSCC[C@H](N)C(O)=O
"FOOD00049 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
FOOD00049 _ FDB012858 _ Oleic acid,CCCCCCCC\C=C\CCCCCCCC(O)=O
